Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1976256139529683410,https://x.com/dopper_ganger/status/1976256139529683410,"RT @RoKhanna: This was a powerful moment when @VivekGRamaswamy did not hide from his Hindu faith, engaged in dialogue with someone of deep…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,3192,199380,"October 9, 2025 at 11:59 AM",Negative
Keir Starmer (UK PM),codomain,1976255028009578696,https://x.com/dopper_ganger/status/1976255028009578696,"RT @narendramodi: Wonderful rendition of Ed Sheeran &amp; Arijit Singh’s Sapphire, which is a great example of India-UK cultural partnership! h…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,53875,1637094,"October 9, 2025 at 11:54 AM",Negative
Keir Starmer (UK PM),codomain,1976254611343462773,https://x.com/dopper_ganger/status/1976254611343462773,RT @RShivshankar: Unapologetically Hindu even on a Christian Stage. Vivek Ramaswamy does the faith proud. You don't need to appease to win…,1805570113166524416,dopper_ganger,False,58,Kashi🚩,4075,133270,"October 9, 2025 at 11:53 AM",Negative
Keir Starmer (UK PM),codomain,1976251311307010209,https://x.com/dopper_ganger/status/1976251311307010209,"RT @beatsinbrief: 🚨 Countries Accepting Made in India UPI as of 2025:

• Bhutan
• France
• Mauritius
• Nepal
• Qatar
• Singapore
• Sri Lank…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,7625,193755,"October 9, 2025 at 11:40 AM",Negative
Keir Starmer (UK PM),codomain,1976250670387957938,https://x.com/dopper_ganger/status/1976250670387957938,"RT @Keir_Starmer: I'm flying the flag for British business in Mumbai, because growth in India for British businesses means more jobs for pe…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,19174,954103,"October 9, 2025 at 11:37 AM",Negative
Keir Starmer (UK PM),codomain,1976249036459110417,https://x.com/dopper_ganger/status/1976249036459110417,"RT @HaidarHashmi0: The Government of Afghanistan will choose India over Pakistan, because Pakistan has always opposed Afghanistan’s progres…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,5784,321814,"October 9, 2025 at 11:31 AM",Negative
Keir Starmer (UK PM),codomain,1976246711963222239,https://x.com/dopper_ganger/status/1976246711963222239,"RT @Keir_Starmer: Our deal with India means:

More investment in the UK.
Thousands of new jobs across the country.
More money for you and y…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,14599,613365,"October 9, 2025 at 11:21 AM",Negative
Keir Starmer (UK PM),codomain,1976246650294391030,https://x.com/dopper_ganger/status/1976246650294391030,RT @narendramodi: Welcome Prime Minister Keir Starmer on your historic first visit to India with the largest ever trade delegation from the…,1805570113166524416,dopper_ganger,False,58,Kashi🚩,118530,8844814,"October 9, 2025 at 11:21 AM",Negative
Keir Starmer (UK PM),codomain,1976315666149052506,https://x.com/dopper_ganger/status/1976315666149052506,"RT @Keir_Starmer: Our partnership with India is delivering for British people.

10,000 new jobs created and £1.3 billion of investment back…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,1365,57340,"October 9, 2025 at 03:55 PM",Negative
Keir Starmer (UK PM),codomain,1976279690320150558,https://x.com/dopper_ganger/status/1976279690320150558,"RT @Starboy2079: Though Mayawati started her politics with anti Savarna politics but she evolved with the time

- She supported removal of…",1805570113166524416,dopper_ganger,False,58,Kashi🚩,8634,279888,"October 9, 2025 at 01:32 PM",Negative
Keir Starmer (UK PM),codomain,1976008606656127405,https://x.com/David41589141/status/1976008606656127405,"RT @GBPolitcs: 🚨NEW: Over 1,000 illegal immigrants crossed the English Channel today",1168507208608505861,David41589141,False,2544,"South East, England",1775,59972,"October 8, 2025 at 07:35 PM",Negative
Keir Starmer (UK PM),codomain,1973400002346061894,https://x.com/David41589141/status/1973400002346061894,"RT @ukJ0N: BRILLIANT

Just give Georgina from London her own show already, she's box office. 📽️🎦🎞️

Labour's embarrassing gutter politics a…",1168507208608505861,David41589141,False,2544,"South East, England",7893,187869,"October 1, 2025 at 02:49 PM",Negative
Keir Starmer (UK PM),codomain,1944475498308091986,https://x.com/David41589141/status/1944475498308091986,Resign @YvetteCooperMP .,1168507208608505861,David41589141,False,2544,"South East, England",2,24,"July 13, 2025 at 07:14 PM",Negative
Keir Starmer (UK PM),codomain,1955249635741602082,https://x.com/David41589141/status/1955249635741602082,So what are you doing @YvetteCooperMP  ?,1168507208608505861,David41589141,False,2544,"South East, England",0,23,"August 12, 2025 at 12:46 PM",Negative
Keir Starmer (UK PM),codomain,1975723198307004544,https://x.com/Zeexxxx_/status/1975723198307004544,RT @NotFarLeftAtAll: The woman who cut down the yellow ribbons for the hostages in Muswell Hill yesterday has been identified as Nadia Yaha…,1937599694290448384,Zeexxxx_,True,1025,"London, England",24214,510988,"October 8, 2025 at 12:41 AM",Negative
Keir Starmer (UK PM),codomain,1976152442254377194,https://x.com/LMA959799/status/1976152442254377194,"RT @Artemisfornow: Well done tax payers

Hammersmith &amp; Fulham Council is 260 MILLION in debt &amp; just raised council tax by 4.7%, 

Has hande…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",10669,195929,"October 9, 2025 at 05:07 AM",Negative
Keir Starmer (UK PM),codomain,1976139495004365196,https://x.com/LMA959799/status/1976139495004365196,"RT @EssexPR: Another 750 unknown, uncheckable men have crossed the Channel Illegally today. Our Authorities know absolutely nothing about t…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",7470,92039,"October 9, 2025 at 04:15 AM",Negative
Keir Starmer (UK PM),codomain,1976307932871655429,https://x.com/LMA959799/status/1976307932871655429,RT @iamyesyouareno: An absolute disgrace. Why is his safety more important than the safety of the British people? https://t.co/0j7DKQv23b,955119221389832192,LMA959799,True,5168,"England, United Kingdom",20008,290083,"October 9, 2025 at 03:25 PM",Negative
Keir Starmer (UK PM),codomain,1976034556974334112,https://x.com/LMA959799/status/1976034556974334112,"RT @Nigel_Farage: The British public think Britain is broken. 

We need Reform more than ever. https://t.co/iwqlwICHxC",955119221389832192,LMA959799,True,5168,"England, United Kingdom",7017,142863,"October 8, 2025 at 09:18 PM",Negative
Keir Starmer (UK PM),codomain,1976033483173847105,https://x.com/LMA959799/status/1976033483173847105,"RT @Wokewaster: The top 1% of earners in the UK pay 29% of all the tax revenue gathered. 

The top 10% of earners pay 60% of all tax revenu…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",12042,264730,"October 8, 2025 at 09:14 PM",Negative
Keir Starmer (UK PM),codomain,1975812887391396323,https://x.com/LMA959799/status/1975812887391396323,"RT @thehealthb0t: Covid was planned years in advance - how do we know this?  

They told us! https://t.co/WpzSqBnHZy",955119221389832192,LMA959799,True,5168,"England, United Kingdom",4625,51353,"October 8, 2025 at 06:37 AM",Negative
Keir Starmer (UK PM),codomain,1975789936692592946,https://x.com/LMA959799/status/1975789936692592946,RT @BROKENBRITAIN0: 🚨 Police are STILL REFUSING to arrest this Nottingham iman after he called for muslims across the west to wage JIHAD (w…,955119221389832192,LMA959799,True,5168,"England, United Kingdom",7572,77170,"October 8, 2025 at 05:06 AM",Negative
Keir Starmer (UK PM),codomain,1975444420561674533,https://x.com/LMA959799/status/1975444420561674533,RT @WallStreetApes: Denmark followed 321 Muslim Palestinian asylum seekers and their kids for nearly 30 years. This is the SHOCKING result…,955119221389832192,LMA959799,True,5168,"England, United Kingdom",75812,2705683,"October 7, 2025 at 06:13 AM",Negative
Keir Starmer (UK PM),codomain,1975593150682178050,https://x.com/LMA959799/status/1975593150682178050,"RT @wideawake_media: English ex-footballer Matt Le Tissier describes the current situation perfectly. 🎯

""The people that we've put in powe…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",21652,483834,"October 7, 2025 at 04:04 PM",Negative
Keir Starmer (UK PM),codomain,1975572399086313526,https://x.com/LMA959799/status/1975572399086313526,"RT @GoodwinMJ: This is why they don’t want a rape inquiry in Bradford. Because I suspect we will find many, many more sickening cases like…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",19230,177847,"October 7, 2025 at 02:42 PM",Negative
Keir Starmer (UK PM),codomain,1975381488976994624,https://x.com/LMA959799/status/1975381488976994624,"RT @robprogressive: £532,000 to rebrand this logo 

That’s what the govt. spent. £532k to move a dot up and change one colour 

The U.K is…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",45554,3041103,"October 7, 2025 at 02:03 AM",Negative
Keir Starmer (UK PM),codomain,1975376846264115230,https://x.com/LMA959799/status/1975376846264115230,"RT @BGatesIsaPyscho: 🚨🇬🇧 “UK Council set to BAN Christians from praying for people”

“Christian Preacher’s could be jailed for up to two ye…",955119221389832192,LMA959799,True,5168,"England, United Kingdom",50354,1815302,"October 7, 2025 at 01:45 AM",Negative
Keir Starmer (UK PM),codomain,1974386350184149349,https://x.com/LMA959799/status/1974386350184149349,RT @EndWokeness: This story disappeared way too quickly https://t.co/XXNIFgwsfR,955119221389832192,LMA959799,True,5168,"England, United Kingdom",185409,4182173,"October 4, 2025 at 08:09 AM",Negative
Keir Starmer (UK PM),codomain,1973611814585012320,https://x.com/LMA959799/status/1973611814585012320,RT @EricaRN4USA: This is why free speech is so important — unbelievable! https://t.co/c8ErzIxX1D,955119221389832192,LMA959799,True,5168,"England, United Kingdom",25174,258753,"October 2, 2025 at 04:51 AM",Negative
Keir Starmer (UK PM),codomain,1976325748907774372,https://x.com/MuslimahRev/status/1976325748907774372,RT @liamcunningham1: OPEN THE GATES. LET THE AID IN NOW!,1089570774183280642,MuslimahRev,False,608,United Kingdom,42614,590459,"October 9, 2025 at 04:35 PM",Negative
Keir Starmer (UK PM),codomain,1976324038160162894,https://x.com/MuslimahRev/status/1976324038160162894,"RT @FranceskAlbs: BREAKING! “Ceasefire”, in Israel’s dictionary: you cease, I fire.

Just hours after the deal - as in January - Israel sho…",1089570774183280642,MuslimahRev,False,608,United Kingdom,13920,282303,"October 9, 2025 at 04:29 PM",Negative
Keir Starmer (UK PM),codomain,1976320205233246237,https://x.com/MuslimahRev/status/1976320205233246237,💯,1089570774183280642,MuslimahRev,False,608,United Kingdom,0,0,"October 9, 2025 at 04:13 PM",Negative
Keir Starmer (UK PM),codomain,1976184125934428455,https://x.com/CraigTribe2/status/1976184125934428455,"RT @LizWebsterSBF: 🚨 Downing Street has BLOCKED a report warning that Amazon rainforest collapse could send UK food prices soaring.

They d…",1003692139056951298,CraigTribe2,False,1019,,2699,56122,"October 9, 2025 at 07:13 AM",Negative
Keir Starmer (UK PM),codomain,1976318916491399617,https://x.com/CraigTribe2/status/1976318916491399617,"RT @SaulStaniforth: The regulator Ofwat has ruled that 5 private water companies can raise bills by even more than previously agreed

A rem…",1003692139056951298,CraigTribe2,False,1019,,2064,91662,"October 9, 2025 at 04:08 PM",Negative
Keir Starmer (UK PM),codomain,1974230169956000065,https://x.com/CraigTribe2/status/1974230169956000065,RT @Free_ByTheSea: Overnight I received this email telling me that the government is going to ignore a whopping two and three quarter milli…,1003692139056951298,CraigTribe2,False,1019,,10325,176714,"October 3, 2025 at 09:48 PM",Negative
Keir Starmer (UK PM),codomain,1974217173020160274,https://x.com/CraigTribe2/status/1974217173020160274,"RT @SamCoatesSky: Wow. Wow.

Palantir refuses take part in digital ID programme. 

Its UK head says Digital ID doesn’t have a mandate (so p…",1003692139056951298,CraigTribe2,False,1019,,4415,233589,"October 3, 2025 at 08:57 PM",Negative
Keir Starmer (UK PM),codomain,1976320003894018362,https://x.com/sioux2012/status/1976320003894018362,"RT @Keir_Starmer: Our deal with India means:

More investment in the UK.
Thousands of new jobs across the country.
More money for you and y…",62832523,sioux2012,False,1116,south coast near the sea. ,14605,613799,"October 9, 2025 at 04:13 PM",Negative
Keir Starmer (UK PM),codomain,1976316315175702789,https://x.com/sioux2012/status/1976316315175702789,"RT @Basil_TGMD: 🚨BIRMINGHAM COUNCIL HIRE NIGHT STAFF TO TAKE DOWN NATIONAL FLAGS 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿

Spent taxpayer money despite being most indebte…",62832523,sioux2012,False,1116,south coast near the sea. ,10486,137996,"October 9, 2025 at 03:58 PM",Negative
Keir Starmer (UK PM),codomain,1976298322148089859,https://x.com/sioux2012/status/1976298322148089859,"RT @TheBritishIntel: 🚨🇬🇧 JUDGE WHO JAILED EPPING PROTESTERS LONGER THAN MIGRANT RAPIST EXPOSED

Meet Judge Jamie Sawyer — the man who hande…",62832523,sioux2012,False,1116,south coast near the sea. ,3632,61494,"October 9, 2025 at 02:46 PM",Negative
Keir Starmer (UK PM),codomain,1976280141199446406,https://x.com/sioux2012/status/1976280141199446406,"RT @HananyaNaftali: BREAKING: Gazans celebrate ""peace deal"" by chanting “Khaybar, Khaybar, ya Yehud”, a call for the slaughter of Jews http…",62832523,sioux2012,False,1116,south coast near the sea. ,2204,90645,"October 9, 2025 at 01:34 PM",Negative
Keir Starmer (UK PM),codomain,1976004912350888208,https://x.com/sioux2012/status/1976004912350888208,"RT @realMaalouf: This Muslim woman in London is very angry that non-Muslims get to enjoy music, which is haram in Islam, while there are ve…",62832523,sioux2012,False,1116,south coast near the sea. ,4588,202091,"October 8, 2025 at 07:20 PM",Negative
Keir Starmer (UK PM),codomain,1976003363054539069,https://x.com/sioux2012/status/1976003363054539069,"RT @GoldingBF: Welcome to Londonstan. 
This is what Sadiq Khan has reduced our great capital city to! https://t.co/HfMHl1SCX1",62832523,sioux2012,False,1116,south coast near the sea. ,7996,320509,"October 8, 2025 at 07:14 PM",Negative
Keir Starmer (UK PM),codomain,1976003059927912769,https://x.com/sioux2012/status/1976003059927912769,"RT @addicted2newz: I've seen some absolutely disgusting views from Hamas supporters today, but this interview was the most chilling, by far…",62832523,sioux2012,False,1116,south coast near the sea. ,37145,1503058,"October 8, 2025 at 07:13 PM",Negative
Keir Starmer (UK PM),codomain,1975969662161780764,https://x.com/sioux2012/status/1975969662161780764,RT @chilternbear11: Flags in #Lowestoft today…..do you like to see our Nation’s flags? https://t.co/lkYxmfOamc,62832523,sioux2012,False,1116,south coast near the sea. ,15311,142334,"October 8, 2025 at 05:00 PM",Negative
Keir Starmer (UK PM),codomain,1975932670506119502,https://x.com/sioux2012/status/1975932670506119502,"RT @Nigel_Farage: A video from the English Channel this morning as hundreds of young men cross.

Today we will go through 35,000 for the ye…",62832523,sioux2012,False,1116,south coast near the sea. ,13001,385405,"October 8, 2025 at 02:33 PM",Negative
Keir Starmer (UK PM),codomain,1975932520467218772,https://x.com/sioux2012/status/1975932520467218772,"RT @Basil_TGMD: 🚨Gary Neville will face NO disciplinary action by Sky Sports

It has now been confirmed that blaming an Islamic attack on '…",62832523,sioux2012,False,1116,south coast near the sea. ,10296,236233,"October 8, 2025 at 02:33 PM",Negative
Keir Starmer (UK PM),codomain,1972372978307592523,https://x.com/BhartiSang31212/status/1972372978307592523,🤣🤣🤣🤣,1927434364419231744,BhartiSang31212,False,21,India,0,11,"September 28, 2025 at 06:48 PM",Negative
Keir Starmer (UK PM),codomain,1966544930739777822,https://x.com/BhartiSang31212/status/1966544930739777822,Religion of peace,1927434364419231744,BhartiSang31212,False,21,India,0,23,"September 12, 2025 at 04:50 PM",Negative
Keir Starmer (UK PM),codomain,1961454304356937933,https://x.com/BhartiSang31212/status/1961454304356937933,🤣🤣🤣🤣,1927434364419231744,BhartiSang31212,False,21,India,0,27,"August 29, 2025 at 03:42 PM",Negative
Keir Starmer (UK PM),codomain,1975847353929335150,https://x.com/SteveDoggett5/status/1975847353929335150,RT @dapperlaughs: Angry middle-aged white men. https://t.co/PjQihH8c44,1510933226088538112,SteveDoggett5,False,790,usa,7595,319372,"October 8, 2025 at 08:54 AM",Negative
Keir Starmer (UK PM),codomain,1976326944414367904,https://x.com/ECigologist/status/1976326944414367904,RT @Neccccy: Thumbs up if you agree? https://t.co/iyalqPjNBZ,591042369,ECigologist,False,4753,"England, United Kingdom",37446,262658,"October 9, 2025 at 04:40 PM",Negative
Keir Starmer (UK PM),codomain,1976325732944261307,https://x.com/ECigologist/status/1976325732944261307,"RT @Basil_TGMD: 🚨Gary Neville will face NO disciplinary action by Sky Sports

It has now been confirmed that blaming an Islamic attack on '…",591042369,ECigologist,False,4753,"England, United Kingdom",10296,236233,"October 9, 2025 at 04:35 PM",Negative
Keir Starmer (UK PM),codomain,1976325677642305645,https://x.com/ECigologist/status/1976325677642305645,"RT @JamesMelville: “Under a Labour government we would freeze energy bills. We wouldn’t allow them to go up.”

~ Keir Starmer 

Yet another…",591042369,ECigologist,False,4753,"England, United Kingdom",12670,271567,"October 9, 2025 at 04:35 PM",Negative
Keir Starmer (UK PM),codomain,1975299045007761803,https://x.com/ECigologist/status/1975299045007761803,"RT @DrCaseyBabb: In Palestine, homosexuality is punishable by death, black Palestinians are confined to ghettos, and young girls aren’t see…",591042369,ECigologist,False,4753,"England, United Kingdom",44262,1004707,"October 6, 2025 at 08:36 PM",Negative
Keir Starmer (UK PM),codomain,1975297583787700703,https://x.com/ECigologist/status/1975297583787700703,"RT @danwootton: Gary Neville is a threat to national security.
His racist response to deadly Islamist terror in Manchester AGAIN is to blam…",591042369,ECigologist,False,4753,"England, United Kingdom",29759,1585649,"October 6, 2025 at 08:30 PM",Negative
Keir Starmer (UK PM),codomain,1974782260659544435,https://x.com/ECigologist/status/1974782260659544435,"RT @TheBritLad: Punishment for raping a child:

🇮🇳 India - Death penalty
🇵🇰 Pakistan - Death penalty
🇸🇦 Saudi Arabia - Public beheading
🇰🇵…",591042369,ECigologist,False,4753,"England, United Kingdom",72024,1515371,"October 5, 2025 at 10:22 AM",Negative
Keir Starmer (UK PM),codomain,1974299091724312620,https://x.com/ECigologist/status/1974299091724312620,RT @Councillorsuzie: This 👇,591042369,ECigologist,False,4753,"England, United Kingdom",10041,134115,"October 4, 2025 at 02:22 AM",Negative
Keir Starmer (UK PM),codomain,1974054886707798384,https://x.com/ECigologist/status/1974054886707798384,"RT @WallStreetApes: Joe Rogan is shocked by UK inbreeding statistics, “Strap yourself in for this”

- 70% of all Pakistanis are inbred
- Ha…",591042369,ECigologist,False,4753,"England, United Kingdom",93194,5511423,"October 3, 2025 at 10:12 AM",Negative
Keir Starmer (UK PM),codomain,1974222897460736044,https://x.com/ECigologist/status/1974222897460736044,"RT @jk_rowling: I don’t know what most Brits feel, but I’m appalled and ashamed.",591042369,ECigologist,False,4753,"England, United Kingdom",118362,3706882,"October 3, 2025 at 09:19 PM",Negative
Keir Starmer (UK PM),codomain,1975922243411607717,https://x.com/GenevieveR007/status/1975922243411607717,"RT @PolitlcsUK: 🚨🎥 WATCH: Kemi Badenoch announces Motability cars will be for those with serious disabilities only 

""Those cars are not fo…",1591890852770725889,GenevieveR007,False,101,"Georgia, USA",11709,1076591,"October 8, 2025 at 01:52 PM",Negative
Keir Starmer (UK PM),codomain,1973744699879182815,https://x.com/truthse81193207/status/1973744699879182815,"RT @jodymcintyre_: Scotland was a priority target for Morgan McSweeney, and Labour moved from one to 37 seats in 2024.

However, eight Labo…",1412538625615613953,truthse81193207,False,934,,4910,204094,"October 2, 2025 at 01:39 PM",Negative
Keir Starmer (UK PM),codomain,1937946995936923937,https://x.com/MRumples/status/1937946995936923937,#StarmerOut,1033644604501975042,MRumples,False,2977,"Scotland, United Kingdom",27,952,"June 25, 2025 at 06:52 PM",Negative
Keir Starmer (UK PM),codomain,1809054915945259151,https://x.com/MRumples/status/1809054915945259151,😂😂😂,1033644604501975042,MRumples,False,2977,"Scotland, United Kingdom",1,69,"July 5, 2024 at 02:41 AM",Negative
Keir Starmer (UK PM),codomain,1880268743873601706,https://x.com/MRumples/status/1880268743873601706,😂😂😂,1033644604501975042,MRumples,False,2977,"Scotland, United Kingdom",0,17,"January 17, 2025 at 02:59 PM",Negative
Keir Starmer (UK PM),codomain,1972731940068569234,https://x.com/BettridgeRich/status/1972731940068569234,❤️,779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",0,67,"September 29, 2025 at 06:35 PM",Negative
Keir Starmer (UK PM),codomain,1976310202963272152,https://x.com/BettridgeRich/status/1976310202963272152,"RT @mitsyarty: Who comes first in Pakistan? - Pakistanis.
Who comes first in China? The Chinese
Who comes first in Japan? The Japanese
Who…",779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",14989,202665,"October 9, 2025 at 03:34 PM",Negative
Keir Starmer (UK PM),codomain,1976272854212804991,https://x.com/BettridgeRich/status/1976272854212804991,"RT @TheBritishIntel: 🚨WATCH: 16-year-old girl attacked in East London.

Another shocking example of what happens when our leaders prioritis…",779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",33232,989459,"October 9, 2025 at 01:05 PM",Negative
Keir Starmer (UK PM),codomain,1975127445960634485,https://x.com/BettridgeRich/status/1975127445960634485,"RT @robprogressive: £532,000 to rebrand this logo 

That’s what the govt. spent. £532k to move a dot up and change one colour 

The U.K is…",779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",45554,3041112,"October 6, 2025 at 09:14 AM",Negative
Keir Starmer (UK PM),codomain,1974859860622938521,https://x.com/BettridgeRich/status/1974859860622938521,RT @robprogressive: Proof the UK is Officially Over https://t.co/8jTOtPmeRL,779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",1736,295832,"October 5, 2025 at 03:30 PM",Negative
Keir Starmer (UK PM),codomain,1973678379208683740,https://x.com/BettridgeRich/status/1973678379208683740,"RT @robprogressive: No surprise why Tony Blair is pushing Digital IDs

His son owns the company set for a £100 billion payday

Blair himsel…",779672594949795841,BettridgeRich,False,1319,"England, United Kingdom",33102,692326,"October 2, 2025 at 09:16 AM",Negative
Keir Starmer (UK PM),codomain,1976316621997342873,https://x.com/ActualGarbageUK/status/1976316621997342873,RT @rickyberwick: hassan's other dog https://t.co/tD98uvpMiG,3867565173,ActualGarbageUK,False,101,"England, United Kingdom",8277,120109,"October 9, 2025 at 03:59 PM",Negative
Keir Starmer (UK PM),codomain,1976315556702847091,https://x.com/ActualGarbageUK/status/1976315556702847091,RT @benonwine: ‘Diversity is not our strength it has become our Greatest weakness’ https://t.co/bZG7VKkf0e,3867565173,ActualGarbageUK,False,101,"England, United Kingdom",35573,188898,"October 9, 2025 at 03:55 PM",Negative
Keir Starmer (UK PM),codomain,1975676719026630892,https://x.com/ActualGarbageUK/status/1975676719026630892,"RT @LBC: ""There you go. There's the problem!""

Why might Jewish people be uncomfortable with pro-Palestine protests on the October 7th anni…",3867565173,ActualGarbageUK,False,101,"England, United Kingdom",10156,984287,"October 7, 2025 at 09:36 PM",Negative
Keir Starmer (UK PM),codomain,1975676531587404184,https://x.com/ActualGarbageUK/status/1975676531587404184,"RT @koshercockney: I feel sick. I feel f*cking sick.

Oct 7th - 2 year Memorial.

London. Kings College 📍 

“Long live the Intifada” - call…",3867565173,ActualGarbageUK,False,101,"England, United Kingdom",28795,646557,"October 7, 2025 at 09:36 PM",Negative
Keir Starmer (UK PM),codomain,1974506873660260788,https://x.com/ActualGarbageUK/status/1974506873660260788,"RT @OliLondonTV: Son of Jewish man who stopped terrorist getting inside Manchester synagogue says his dad is a “hero.”

“He just wasn’t goi…",3867565173,ActualGarbageUK,False,101,"England, United Kingdom",52297,1272763,"October 4, 2025 at 04:08 PM",Negative
Keir Starmer (UK PM),codomain,1976320113650565351,https://x.com/ajrsesay/status/1976320113650565351,RT @ArchRose90: When a ceasefire happens and you now have to find a new personality. https://t.co/8hrfhSGev4,1469412895998066692,ajrsesay,False,1467,,6590,68330,"October 9, 2025 at 04:13 PM",Negative
Keir Starmer (UK PM),codomain,1975661838609133956,https://x.com/ajrsesay/status/1975661838609133956,"RT @RepRileyMoore: It is an absolute tragedy what is taking place in Nigeria.

7,000 Christians have been murdered by Boko Haram this year…",1469412895998066692,ajrsesay,False,1467,,19574,394083,"October 7, 2025 at 08:37 PM",Negative
Keir Starmer (UK PM),codomain,1976228357114089527,https://x.com/vicky_moriarty/status/1976228357114089527,"RT @GBNEWS: 'One child said, ""I’m Christian, I don’t pray to Allah"", the response was, ""By Year 6 you’ll all be Muslim"".'

Reform UK counci…",778963613470130176,vicky_moriarty,False,3022,England ,22996,852124,"October 9, 2025 at 10:08 AM",Negative
Keir Starmer (UK PM),codomain,1976228168156708975,https://x.com/vicky_moriarty/status/1976228168156708975,"RT @LeilaniDowding: Ross Kemp speaks to men from a totally different culture .

He asks how they feel about rape +  the consequences: 

The…",778963613470130176,vicky_moriarty,False,3022,England ,19410,846694,"October 9, 2025 at 10:08 AM",Negative
Keir Starmer (UK PM),codomain,1976225864921878677,https://x.com/vicky_moriarty/status/1976225864921878677,RT @GBNEWS: EXCLUSIVE: Patrick Christys reveals shocking footage of suspected UK-trained Afghan special forces operatives now working as pe…,778963613470130176,vicky_moriarty,False,3022,England ,4899,108082,"October 9, 2025 at 09:58 AM",Negative
Keir Starmer (UK PM),codomain,1976203470639092165,https://x.com/vicky_moriarty/status/1976203470639092165,"RT @JChimirie66677: How Sir Lenny Henry Turns History into a £18 Trillion Bill

Some people think they can say anything about Britain and p…",778963613470130176,vicky_moriarty,False,3022,England ,1569,56867,"October 9, 2025 at 08:29 AM",Negative
Keir Starmer (UK PM),codomain,1976320167660691874,https://x.com/vicky_moriarty/status/1976320167660691874,"RT @BGatesIsaPyscho: “Russia is already menacing our Skies, menacing our Waters and our Streets”

Just how much does Keir Starmer Lie?

Wel…",778963613470130176,vicky_moriarty,False,3022,England ,1426,39035,"October 9, 2025 at 04:13 PM",Negative
Keir Starmer (UK PM),codomain,1975866213206008272,https://x.com/vicky_moriarty/status/1975866213206008272,"RT @HeidiBachram: This NHS doctor is daring the police to arrest her. Will they? 

@metpoliceuk @TerrorismPolice @wesstreeting https://t.co…",778963613470130176,vicky_moriarty,False,3022,England ,2551,34974,"October 8, 2025 at 10:09 AM",Negative
Keir Starmer (UK PM),codomain,1975861970084438125,https://x.com/vicky_moriarty/status/1975861970084438125,"RT @TheBritLad: 🚨BREAKING: Robert Jenrick accused of racism for claiming Birmingham has ""no white faces,"" risking racial hate crime charges…",778963613470130176,vicky_moriarty,False,3022,England ,34864,553946,"October 8, 2025 at 09:52 AM",Negative
Keir Starmer (UK PM),codomain,1975938652997083176,https://x.com/vicky_moriarty/status/1975938652997083176,RT @GoogleExpertUK: @HousingFirstIRE @marekjuskiewicz @BernardMelchior @DrUmeshPrabhu @andrewhelpinguk @IrisKre @MarshaCollier @gospeakyour…,778963613470130176,vicky_moriarty,False,3022,England ,42,14206,"October 8, 2025 at 02:57 PM",Negative
Keir Starmer (UK PM),codomain,1975936224578998739,https://x.com/vicky_moriarty/status/1975936224578998739,"RT @TheBritishIntel: 🚨WATCH: 16-year-old girl attacked in East London.

Another shocking example of what happens when our leaders prioritis…",778963613470130176,vicky_moriarty,False,3022,England ,33232,989493,"October 8, 2025 at 02:48 PM",Negative
Keir Starmer (UK PM),codomain,1975935729705328812,https://x.com/vicky_moriarty/status/1975935729705328812,RT @joerichlaw: BREAKING: Top Home Office Civil Servants and MI5 confirm both departments were ‘completely blindsided’ by Keir Starmer’s de…,778963613470130176,vicky_moriarty,False,3022,England ,1757,94237,"October 8, 2025 at 02:46 PM",Negative
Keir Starmer (UK PM),codomain,1975935377157325117,https://x.com/vicky_moriarty/status/1975935377157325117,RT @Suffragent_: Three Epping protesters have been jailed - getting LONGER sentences than the migrant who sparked the disorder by assaultin…,778963613470130176,vicky_moriarty,False,3022,England ,31467,27054808,"October 8, 2025 at 02:44 PM",Negative
Keir Starmer (UK PM),codomain,1975933839190155645,https://x.com/vicky_moriarty/status/1975933839190155645,"RT @MPIainDS: Yet more evidence that Starmer is not telling the truth about the collasped China spy case. 👇
The Labour government’s excuse…",778963613470130176,vicky_moriarty,False,3022,England ,4923,397703,"October 8, 2025 at 02:38 PM",Negative
